Symbol,Date,Open,High,Low,Close,Volume
AACG,04-Mar-2024,1.55,1.55,1.4,1.49,69100
AACI,04-Mar-2024,11.0197,11.0197,10.98,10.98,300
AADI,04-Mar-2024,2.09,2.47,1.92,2.435,3894000
AADR,04-Mar-2024,59.45,59.8,59.24,59.8,2900
AAGR,04-Mar-2024,0.71,0.71,0.6358,0.679,43500
AAGRW,04-Mar-2024,0.0182,0.0182,0.0105,0.011,8300
AAL,04-Mar-2024,15.7,16.15,14.81,14.81,65053000
AAME,04-Mar-2024,2.71,2.76,2.63,2.64,7100
AAOI,04-Mar-2024,15.5,15.94,14.77,14.96,2622100
AAON,04-Mar-2024,83.33,83.7441,82.16,82.5,561400
AAPB,04-Mar-2024,18.84,18.91,18.28,18.57,274700
AAPD,04-Mar-2024,22.23,22.497,22.14,22.35,354000
AAPL,04-Mar-2024,176.15,176.9,173.79,175.1,81510100
AAPU,04-Mar-2024,23.7,23.81,23.21,23.48,426500
AAXJ,04-Mar-2024,66.93,66.94,66.6,66.63,900100
ABAT,04-Mar-2024,2.49,2.7499,2.45,2.49,1120200
ABCB,04-Mar-2024,45.76,46.54,45.28,45.5,267200
ABCL,04-Mar-2024,5.03,5.1,4.79,5,2141700
ABCS,04-Mar-2024,26.03,26.1,26.03,26.045,1400
ABEO,04-Mar-2024,7.95,8.24,7.45,7.81,498100
ABIO,04-Mar-2024,1.75,1.75,1.6224,1.68,20700
ABL,04-Mar-2024,12.2,12.2,11.53,11.78,16900
ABLLL,04-Mar-2024,25.19,25.25,25.19,25.25,5100
ABLLW,04-Mar-2024,0.5711,0.6505,0.5656,0.6021,66800
ABLV,04-Mar-2024,3.02,3.1,2.9688,3.03,54800
ABNB,04-Mar-2024,159.9,163.015,157.93,158.09,4403200
ABOS,04-Mar-2024,5,5.09,4.43,4.48,748400
ABSI,04-Mar-2024,5.74,6.4,5.332,5.74,2939800
ABTS,04-Mar-2024,1,1,0.89,0.89,88000
ABUS,04-Mar-2024,2.78,2.78,2.7,2.71,539000
ABVC,04-Mar-2024,1.21,1.269,1.19,1.24,151000
ABVX,04-Mar-2024,14.06,14.98,13.426,14.66,81500
ACAC,04-Mar-2024,11.18,11.18,11.18,11.18,100
ACAD,04-Mar-2024,24.01,24.22,23.5,23.75,1357500
ACB,04-Mar-2024,3.18,3.1898,2.97,3.03,1542600
ACCD,04-Mar-2024,10,10,9.49,9.58,550000
ACDC,04-Mar-2024,8.51,8.51,8.21,8.26,902000
ACET,04-Mar-2024,2.45,2.54,2.2606,2.38,1323300
ACGL,04-Mar-2024,87.17,87.56,86.56,87.14,1051700
ACGLN,04-Mar-2024,20.35,20.3793,20.21,20.22,41900
ACGLO,04-Mar-2024,23.98,24.05,23.93,23.98,27400
ACHC,04-Mar-2024,84,86.56,83.62,85.62,447300
ACHL,04-Mar-2024,1.37,1.52,1.36,1.48,450000
ACHV,04-Mar-2024,4.41,4.48,4.28,4.42,903400
ACIC,04-Mar-2024,12.21,12.47,10.81,10.85,754800
ACIU,04-Mar-2024,3.85,3.8599,3.64,3.64,140200
ACIW,04-Mar-2024,32.23,32.425,31.69,31.94,551300
ACLS,04-Mar-2024,117.36,117.36,114.4,114.73,595600
ACLX,04-Mar-2024,68.09,68.09,66.175,67.91,316000
ACMR,04-Mar-2024,33.56,33.72,30.03,31.92,4187600
ACNB,04-Mar-2024,35.97,35.97,34.89,34.89,3400
ACNT,04-Mar-2024,10.7,11.15,10.6701,10.75,1000
ACON,04-Mar-2024,0.4137,0.49,0.4006,0.4352,2579600
ACONW,04-Mar-2024,0.0501,0.0596,0.05,0.05,37400
ACOR,04-Mar-2024,14.02,14.75,13.01,13.01,10900
