Symbol,Date,Open,High,Low,Close,Volume
AACG,05-Mar-2024,1.43,1.49,1.42,1.4599,15600
AACIW,05-Mar-2024,0.026,0.026,0.026,0.026,100
AADI,05-Mar-2024,2.36,2.4,2.061,2.11,969200
AADR,05-Mar-2024,59.25,59.25,59.25,59.25,100
AAGR,05-Mar-2024,0.74,0.74,0.62,0.685,78400
AAGRW,05-Mar-2024,0.0176,0.0176,0.0103,0.011,2900
AAL,05-Mar-2024,14.75,14.7657,14.29,14.67,43648000
AAME,05-Mar-2024,2.62,2.83,2.62,2.71,5300
AAOI,05-Mar-2024,14.74,15.21,14.53,14.74,2330500
AAON,05-Mar-2024,81.97,82.155,79.8611,80.92,791400
AAPB,05-Mar-2024,17.61,17.89,17.42,17.5,219800
AAPD,05-Mar-2024,22.93,23.03,22.736,22.97,652000
AAPL,05-Mar-2024,170.76,172.04,169.62,170.12,95132300
AAPU,05-Mar-2024,22.57,22.84,22.3716,22.48,530300
AAXJ,05-Mar-2024,66.32,66.48,65.91,66.02,781700
ABAT,05-Mar-2024,2.39,2.44,2.04,2.07,631600
ABCB,05-Mar-2024,45.2,47.91,45.04,47.39,555100
ABCL,05-Mar-2024,4.93,4.94,4.805,4.81,1928100
ABCS,05-Mar-2024,26.05,26.05,25.9499,25.9623,2800
ABEO,05-Mar-2024,7.74,8.7,7.6,8.46,484500
ABIO,05-Mar-2024,1.67,1.68,1.62,1.67,47700
ABL,05-Mar-2024,11.93,11.93,11.5001,11.65,16700
ABLLL,05-Mar-2024,25.25,25.25,25.22,25.24,6600
ABLLW,05-Mar-2024,0.5722,0.695,0.566,0.5761,3300
ABLV,05-Mar-2024,2.92,3.06,2.86,3.01,8100
ABNB,05-Mar-2024,157.2,159.98,156.14,159.33,4714200
ABOS,05-Mar-2024,4.45,4.5612,4.3201,4.35,521100
ABSI,05-Mar-2024,5.69,5.73,5.15,5.26,1822000
ABTS,05-Mar-2024,0.96,0.96,0.87,0.8903,51400
ABUS,05-Mar-2024,2.68,2.725,2.66,2.67,621000
