Symbol,Date,Open,High,Low,Close,Volume
AACG,17-Apr-2024,0.9782,0.9782,0.9463,0.9747,3200
AACI,17-Apr-2024,11.2,11.2,11.17,11.17,3200
AACIW,17-Apr-2024,0.145,0.1552,0.111,0.1122,115800
AADI,17-Apr-2024,1.79,1.83,1.745,1.82,201100
AADR,17-Apr-2024,59.77,59.77,59.77,59.77,200
AAGR,17-Apr-2024,0.3582,0.4078,0.3508,0.3639,113700
AAGRW,17-Apr-2024,0.017,0.017,0.0125,0.0125,11900
AAL,17-Apr-2024,13.45,13.97,13.38,13.89,52414700
AAME,17-Apr-2024,2.12,2.14,1.96,1.96,9300
AAOI,17-Apr-2024,12.04,13.2,11.805,11.98,2541200
AAON,17-Apr-2024,88.86,88.86,86.03,86.3,476900
AAPB,17-Apr-2024,17.03,17.2,16.7,16.7,132900
AAPD,17-Apr-2024,22.95,23.14,22.81,23.14,116600
AAPL,17-Apr-2024,169.61,170.65,168,168,50901200
AAPU,17-Apr-2024,21.94,22.1889,21.52,21.53,297200
AAXJ,17-Apr-2024,65.89,66.01,65.41,65.56,415500
ABAT,17-Apr-2024,1.51,1.58,1.39,1.43,684500
ABCB,17-Apr-2024,44.67,45.17,44.43,44.51,205900
ABCL,17-Apr-2024,4.06,4.15,3.92,3.92,1069400
ABCS,17-Apr-2024,25.5831,25.5831,25.29,25.29,1500
ABEO,17-Apr-2024,7.76,8.45,7.73,7.93,729600
ABIO,17-Apr-2024,3.24,3.31,3.12,3.21,95000
ABL,17-Apr-2024,11.95,12.08,11.66,11.79,24200
ABLLL,17-Apr-2024,25.32,25.32,25.3,25.31,1100
ABLLW,17-Apr-2024,0.5148,0.595,0.5042,0.5042,10500
ABLV,17-Apr-2024,1.8,1.836,1.72,1.725,54100
ABLVW,17-Apr-2024,0.0455,0.0455,0.04,0.04,2200
ABNB,17-Apr-2024,158.45,159.7,156.41,158.37,3905000
ABOS,17-Apr-2024,3.5,3.63,3.46,3.47,150900
ABSI,17-Apr-2024,5.4,5.57,5.25,5.29,1155400
ABTS,17-Apr-2024,0.75,0.7766,0.7285,0.7285,16700
ABUS,17-Apr-2024,2.91,2.9377,2.78,2.78,710500
ABVC,17-Apr-2024,1.15,1.19,1,1.02,1777100
ABVX,17-Apr-2024,14.82,15.17,14.27,14.88,32200
ACAB,17-Apr-2024,10.77,10.77,10.77,10.77,15000
ACABW,17-Apr-2024,0.065,0.065,0.065,0.065,200
ACACW,17-Apr-2024,0.09,0.09,0.065,0.065,5000
